Expediente,Resolución
CFP 3732/2016,26/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,05/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,14/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,12/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,12/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,31/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,31/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,31/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,31/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,31/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,31/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,31/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,31/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,17/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,15/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,03/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,13/07/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,11/04/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,30/03/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,30/03/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,07/03/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,16/02/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,29/12/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,15/09/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,24/06/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 7888/2015,04/12/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 7888/2015,15/10/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 7888/2015,15/07/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 7888/2015,24/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 7888/2015,17/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 7888/2015,20/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SECRETARIA ESPECIAL
CFP 7888/2015,22/03/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 7888/2015,10/12/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 7888/2015,03/11/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,16/07/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,12/07/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,04/07/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,22/05/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,09/05/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,06/05/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,17/04/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,10/04/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,26/03/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,29/02/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,19/12/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,12/12/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,12/12/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,09/06/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/12/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,03/03/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,17/12/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,01/12/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,01/12/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,01/12/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,01/12/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,26/11/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,19/11/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,19/11/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,28/08/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,27/08/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,27/08/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,18/08/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,12/08/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,27/07/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,27/07/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,18/06/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,21/02/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,21/02/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,13/12/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,05/12/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,04/12/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,28/11/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,21/11/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,21/11/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,21/11/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,11/11/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,11/11/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,17/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,17/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,17/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,17/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,17/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,17/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,04/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,04/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,30/09/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,19/07/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,02/07/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,15/05/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,15/05/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,15/05/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,15/05/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,11/04/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,20/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,15/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,13/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,16/07/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,16/07/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,16/07/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,01/06/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,01/06/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,01/06/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,03/03/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,03/03/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,03/03/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,13/01/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,11/07/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,26/02/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,21/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,21/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,06/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,15/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,25/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,18/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,26/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,24/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,24/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,18/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,28/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,26/07/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,05/07/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,05/07/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5530/2012,05/07/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,30/12/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,10/11/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,21/05/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,08/03/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,13/11/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,08/06/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,06/12/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,02/03/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,02/03/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,02/03/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,02/03/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,16/12/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,16/12/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,16/12/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,16/12/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,16/12/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,16/12/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,16/12/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,03/11/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,03/11/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,03/11/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,08/10/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 2752/2015,24/09/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9281/2017,20/12/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 9281/2017,19/12/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 9281/2017,15/11/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 9281/2017,14/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 9281/2017,29/06/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 9281/2017,08/06/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 9281/2017,08/05/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 9281/2017,08/05/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 9281/2017,08/05/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 9281/2017,12/04/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 9281/2017,12/04/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 9281/2017,12/04/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 9281/2017,12/04/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 9281/2017,12/04/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 9281/2017,07/03/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 9281/2017,08/11/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,26/08/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,22/05/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,07/11/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,22/10/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,24/09/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,04/06/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,21/12/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,28/11/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,24/11/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,07/11/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,25/10/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,31/08/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,31/08/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,17/08/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,17/08/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,14/07/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,04/07/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,29/06/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,12/07/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,05/07/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,17/05/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,03/05/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,22/04/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,21/03/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,15/03/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,21/12/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,16/09/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,06/07/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,18/06/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,20/04/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,14/04/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,09/03/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,24/02/2021: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,05/02/2021: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,30/10/2020: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,04/08/2020: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,22/07/2020: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,16/07/2020: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,06/07/2020: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,10/06/2020: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,13/05/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,11/05/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,29/04/2020: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,22/04/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,15/04/2020: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,15/04/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,12/03/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,19/02/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,23/12/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,20/12/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,19/12/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,18/12/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,12/12/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,12/12/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,12/12/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,11/12/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,05/12/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,02/12/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,27/11/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,27/11/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,21/11/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,27/08/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,06/08/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,17/07/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,14/06/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,13/06/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,03/05/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,10/04/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,05/04/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,05/04/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,20/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,14/02/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,14/02/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,14/02/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,07/12/2018: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,06/12/2018: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,11/10/2018: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,05/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,25/09/2018: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,19/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,19/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,17/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,10/09/2018: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,31/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,27/08/2018: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,17/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,08/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,06/08/2018: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,30/07/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,13/07/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3017/2013,10/07/2018: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 3017/2013,28/06/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
