Expediente,Fecha,Nombre,Link
CFP 9608/2018,09/03/2023,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11475518&tipo=corrupcion-administrativa
CFP 9608/2018,13/02/2023,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11399127&tipo=corrupcion-administrativa
CFP 9608/2018,13/02/2023,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11399131&tipo=corrupcion-administrativa
CFP 9608/2018,26/12/2022,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11331052&tipo=corrupcion-administrativa
CFP 9608/2018,19/12/2022,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11315475&tipo=corrupcion-administrativa
CFP 9608/2018,22/11/2022,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11239839&tipo=corrupcion-administrativa
CFP 9608/2018,25/08/2022,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=10974071&tipo=corrupcion-administrativa
CFP 9608/2018,05/08/2022,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=10912251&tipo=corrupcion-administrativa
CFP 9608/2018,03/08/2022,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=10904114&tipo=corrupcion-administrativa
CFP 9608/2018,10/06/2022,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=10773582&tipo=corrupcion-administrativa
CFP 9608/2018,30/09/2021,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=10161729&tipo=corrupcion-administrativa
CFP 9608/2018,17/09/2021,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=10129676&tipo=corrupcion-administrativa
CFP 9608/2018,01/09/2021,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=10089156&tipo=corrupcion-administrativa
CFP 9608/2018,24/08/2021,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=10065079&tipo=corrupcion-administrativa
CFP 9608/2018,17/08/2021,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=10046075&tipo=corrupcion-administrativa
CFP 9608/2018,11/05/2021,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9845480&tipo=corrupcion-administrativa
CFP 9608/2018,05/05/2021,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9832481&tipo=corrupcion-administrativa
CFP 9608/2018,03/09/2020,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9366723&tipo=corrupcion-administrativa
CFP 9608/2018,27/07/2020,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9272787&tipo=corrupcion-administrativa
CFP 9608/2018,27/07/2020,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9272827&tipo=corrupcion-administrativa
CFP 9608/2018,27/07/2020,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9272711&tipo=corrupcion-administrativa
CFP 9608/2018,27/07/2020,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9272897&tipo=corrupcion-administrativa
CFP 9608/2018,27/07/2020,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9271828&tipo=corrupcion-administrativa
CFP 9608/2018,02/07/2020,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9222079&tipo=corrupcion-administrativa
CFP 9608/2018,12/02/2020,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9034208&tipo=corrupcion-administrativa
CFP 9608/2018,06/02/2020,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9009658&tipo=corrupcion-administrativa
CFP 9608/2018,13/01/2020,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8976375&tipo=corrupcion-administrativa
CFP 9608/2018,27/12/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8964285&tipo=corrupcion-administrativa
CFP 9608/2018,27/12/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8964180&tipo=corrupcion-administrativa
CFP 9608/2018,27/12/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8964235&tipo=corrupcion-administrativa
CFP 9608/2018,27/12/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8964163&tipo=corrupcion-administrativa
CFP 9608/2018,27/12/2019,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8964459&tipo=corrupcion-administrativa
CFP 9608/2018,20/12/2019,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7,scp/include/showFile.php?acc=showFAR&id=8945840&tipo=corrupcion-administrativa
CFP 9608/2018,13/12/2019,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7,scp/include/showFile.php?acc=showFAR&id=8914851&tipo=corrupcion-administrativa
