numero_expediente,fecha,nombre,link
CFP 4973/2010,2017-05-02,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5217314&tipo=corrupcion-administrativa
CFP 4973/2010,2017-05-02,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5217315&tipo=corrupcion-administrativa
CFP 4973/2010,2017-04-03,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5105861&tipo=corrupcion-administrativa
CFP 4973/2010,2017-03-30,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5097329&tipo=corrupcion-administrativa
CFP 4973/2010,2017-03-30,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5097292&tipo=corrupcion-administrativa
CFP 4973/2010,2017-03-30,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5097291&tipo=corrupcion-administrativa
CFP 4973/2010,2017-03-30,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5097331&tipo=corrupcion-administrativa
CFP 4973/2010,2017-03-28,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5105905&tipo=corrupcion-administrativa
CFP 4973/2010,2016-11-29,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=4814311&tipo=corrupcion-administrativa
CFP 4973/2010,2014-02-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=471941&tipo=corrupcion-administrativa
CFP 4973/2010,2013-11-21,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=452769&tipo=corrupcion-administrativa
CFP 4973/2010,2013-10-09,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=381964&tipo=corrupcion-administrativa
CFP 4211/2016,2019-07-10,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8355272&tipo=corrupcion-administrativa
CFP 4211/2016,2019-06-06,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8225997&tipo=corrupcion-administrativa
CFP 4211/2016,2016-07-15,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SECRETARIA ESPECIAL,scp/include/showFile.php?acc=showFAR&id=4425807&tipo=corrupcion-administrativa
CFP 4211/2016,2016-07-11,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=4405634&tipo=corrupcion-administrativa
CFP 4211/2016,2016-06-30,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=4386066&tipo=corrupcion-administrativa
CFP 4211/2016,2016-06-09,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=4317633&tipo=corrupcion-administrativa
CFP 4211/2016,2016-05-18,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=4247633&tipo=corrupcion-administrativa
CFP 15384/2017,2022-09-29,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11085963&tipo=corrupcion-administrativa
CFP 15384/2017,2022-09-29,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11086052&tipo=corrupcion-administrativa
CFP 15384/2017,2021-03-11,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9706729&tipo=corrupcion-administrativa
CFP 15384/2017,2021-02-01,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9628174&tipo=corrupcion-administrativa
CFP 15384/2017,2019-10-17,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8702096&tipo=corrupcion-administrativa
CFP 15384/2017,2019-10-17,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8701977&tipo=corrupcion-administrativa
CFP 15384/2017,2019-09-30,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8636368&tipo=corrupcion-administrativa
CFP 15384/2017,2019-08-23,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8479905&tipo=corrupcion-administrativa
CFP 15384/2017,2019-07-19,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8370846&tipo=corrupcion-administrativa
CFP 9539/2014,2019-04-17,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=7979148&tipo=corrupcion-administrativa
CFP 9539/2014,2019-03-26,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=7874226&tipo=corrupcion-administrativa
CFP 9539/2014,2018-11-06,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=7432967&tipo=corrupcion-administrativa
CFP 9539/2014,2018-06-06,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=6727665&tipo=corrupcion-administrativa
CFP 9545/2016,2025-04-03,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=13460859&tipo=corrupcion-administrativa
CFP 9545/2016,2025-03-25,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=13430784&tipo=corrupcion-administrativa
CFP 18304/2006,2018-05-02,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=6542212&tipo=corrupcion-administrativa
CFP 18304/2006,2017-02-06,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=4923063&tipo=corrupcion-administrativa
CFP 16006/2004,2022-04-07,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=10574669&tipo=corrupcion-administrativa
CFP 16006/2004,2020-07-08,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9232705&tipo=corrupcion-administrativa
CFP 16006/2004,2018-03-22,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=6349558&tipo=corrupcion-administrativa
CFP 16006/2004,2016-12-27,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=4890960&tipo=corrupcion-administrativa
CFP 1675/2019,2023-04-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=11605870&tipo=corrupcion-administrativa
CFP 681/2022,2025-08-27,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13928441&tipo=corrupcion-administrativa
CFP 681/2022,2025-07-17,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13794721&tipo=corrupcion-administrativa
CFP 681/2022,2025-05-05,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13724109&tipo=corrupcion-administrativa
CFP 681/2022,2024-09-02,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=12932691&tipo=corrupcion-administrativa
CFP 681/2022,2022-12-15,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11326333&tipo=corrupcion-administrativa
CFP 2648/2005,2017-04-25,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5188374&tipo=corrupcion-administrativa
CFP 2648/2005,2017-02-23,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=4987106&tipo=corrupcion-administrativa
CFP 2648/2005,2016-12-22,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=4878445&tipo=corrupcion-administrativa
CFP 2648/2005,2016-12-22,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=4878421&tipo=corrupcion-administrativa
CFP 2648/2005,2016-12-22,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=4878422&tipo=corrupcion-administrativa
CPE 514/2019,2022-02-18,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=10441362&tipo=corrupcion-administrativa
CPE 514/2019,2020-02-27,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9061985&tipo=corrupcion-administrativa
CPE 514/2019,2019-11-21,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8827727&tipo=corrupcion-administrativa
CFP 14824/2010,2019-02-11,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7697154&tipo=corrupcion-administrativa
CFP 14824/2010,2018-12-12,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7582724&tipo=corrupcion-administrativa
CFP 14824/2010,2018-12-12,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7582701&tipo=corrupcion-administrativa
CFP 14824/2010,2018-12-05,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7557062&tipo=corrupcion-administrativa
CFP 14824/2010,2018-11-14,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7476065&tipo=corrupcion-administrativa
CFP 14824/2010,2018-11-09,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7456633&tipo=corrupcion-administrativa
CFP 14824/2010,2018-11-07,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7442461&tipo=corrupcion-administrativa
CFP 14824/2010,2017-12-22,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=6107236&tipo=corrupcion-administrativa
CFP 14824/2010,2017-03-22,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=5068011&tipo=corrupcion-administrativa
CFP 14824/2010,2015-10-08,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=3673706&tipo=corrupcion-administrativa
CFP 14824/2010,2015-10-08,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=3672800&tipo=corrupcion-administrativa
CFP 14824/2010,2015-09-29,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=3646401&tipo=corrupcion-administrativa
CFP 14824/2010,2015-09-18,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=3609452&tipo=corrupcion-administrativa
CFP 14824/2010,2014-09-23,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=1667737&tipo=corrupcion-administrativa
CFP 10049/2015,2018-08-09,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=6990007&tipo=corrupcion-administrativa
CFP 10049/2015,2018-07-10,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=6889986&tipo=corrupcion-administrativa
CFP 10049/2015,2016-06-13,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=4326409&tipo=corrupcion-administrativa
CFP 10049/2015,2016-05-03,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=4200083&tipo=corrupcion-administrativa
CFP 10049/2015,2015-11-24,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=3804686&tipo=corrupcion-administrativa
CFP 1438/2025,2025-07-15,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SECRETARIA ESPECIAL,scp/include/showFile.php?acc=showFAR&id=13785914&tipo=corrupcion-administrativa
CFP 2467/2016,2019-02-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=7738715&tipo=corrupcion-administrativa
CFP 1953/2014,2023-10-17,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,scp/include/showFile.php?acc=showFAR&id=12127176&tipo=corrupcion-administrativa
CFP 1953/2014,2023-04-26,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,scp/include/showFile.php?acc=showFAR&id=11629245&tipo=corrupcion-administrativa
CFP 1953/2014,2018-10-26,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7387524&tipo=corrupcion-administrativa
CFP 16212/2017,2022-09-23,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 8,scp/include/showFile.php?acc=showFAR&id=11065942&tipo=corrupcion-administrativa
CFP 16212/2017,2020-01-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8977510&tipo=corrupcion-administrativa
CFP 16212/2017,2020-01-17,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8977303&tipo=corrupcion-administrativa
CFP 16212/2017,2020-01-07,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8974821&tipo=corrupcion-administrativa
CFP 16212/2017,2020-01-03,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8974324&tipo=corrupcion-administrativa
CFP 16212/2017,2019-12-11,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8903679&tipo=corrupcion-administrativa
CFP 16212/2017,2019-12-11,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8903132&tipo=corrupcion-administrativa
CFP 16212/2017,2019-11-26,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8846568&tipo=corrupcion-administrativa
CFP 16212/2017,2019-10-18,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8708555&tipo=corrupcion-administrativa
CFP 16212/2017,2019-09-24,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8612583&tipo=corrupcion-administrativa
CFP 16212/2017,2019-07-30,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8385875&tipo=corrupcion-administrativa
CFP 16212/2017,2019-07-23,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8376035&tipo=corrupcion-administrativa
CFP 16212/2017,2019-07-01,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8304938&tipo=corrupcion-administrativa
CFP 16212/2017,2019-07-01,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8304965&tipo=corrupcion-administrativa
CFP 16212/2017,2019-07-01,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8304964&tipo=corrupcion-administrativa
CFP 16212/2017,2019-07-01,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8304904&tipo=corrupcion-administrativa
CFP 16212/2017,2019-07-01,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8305379&tipo=corrupcion-administrativa
CFP 16212/2017,2019-06-28,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8304990&tipo=corrupcion-administrativa
CFP 14389/2016,2025-08-14,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=13857034&tipo=corrupcion-administrativa
CFP 14389/2016,2022-09-14,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=11035876&tipo=corrupcion-administrativa
CFP 14389/2016,2018-09-24,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7222679&tipo=corrupcion-administrativa
CFP 3379/2009,2025-08-18,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 3,scp/include/showFile.php?acc=showFAR&id=13866637&tipo=corrupcion-administrativa
CFP 3379/2009,2025-03-05,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 3,scp/include/showFile.php?acc=showFAR&id=13377128&tipo=corrupcion-administrativa
CFP 3379/2009,2024-08-23,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 3,scp/include/showFile.php?acc=showFAR&id=12902802&tipo=corrupcion-administrativa
CFP 3379/2009,2023-09-14,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 3,scp/include/showFile.php?acc=showFAR&id=12033393&tipo=corrupcion-administrativa
CFP 3379/2009,2023-06-28,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 3,scp/include/showFile.php?acc=showFAR&id=11822779&tipo=corrupcion-administrativa
CFP 3379/2009,2023-02-22,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11423196&tipo=corrupcion-administrativa
CFP 3379/2009,2020-05-29,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9170480&tipo=corrupcion-administrativa
CFP 3379/2009,2020-02-21,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9049672&tipo=corrupcion-administrativa
CFP 3379/2009,2020-02-12,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9028905&tipo=corrupcion-administrativa
CFP 3379/2009,2019-12-12,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8907665&tipo=corrupcion-administrativa
CFP 3379/2009,2014-06-18,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=717132&tipo=corrupcion-administrativa
CFP 348/2017,2023-05-30,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=11732998&tipo=corrupcion-administrativa
CFP 348/2017,2023-04-18,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=11598736&tipo=corrupcion-administrativa
CFP 348/2017,2017-05-26,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SECRETARIA ESPECIAL,scp/include/showFile.php?acc=showFAR&id=5335602&tipo=corrupcion-administrativa
CFP 12079/2013,2019-04-05,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SECRETARIA ESPECIAL,scp/include/showFile.php?acc=showFAR&id=7924531&tipo=corrupcion-administrativa
CFP 12079/2013,2017-06-15,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SECRETARIA ESPECIAL,scp/include/showFile.php?acc=showFAR&id=5430293&tipo=corrupcion-administrativa
CFP 12079/2013,2015-02-04,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=1888159&tipo=corrupcion-administrativa
CFP 12079/2013,2014-12-02,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=1822617&tipo=corrupcion-administrativa
CFP 16156/2016,2018-07-10,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=6886925&tipo=corrupcion-administrativa
CFP 16156/2016,2018-03-21,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=6341950&tipo=corrupcion-administrativa
CFP 16156/2016,2018-03-05,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=6260765&tipo=corrupcion-administrativa
CFP 16156/2016,2017-11-21,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=5984027&tipo=corrupcion-administrativa
CFP 16156/2016,2017-09-14,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=5743041&tipo=corrupcion-administrativa
CFP 11663/2000,2019-03-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7850569&tipo=corrupcion-administrativa
CFP 11663/2000,2019-03-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7853454&tipo=corrupcion-administrativa
CFP 11663/2000,2019-03-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7850458&tipo=corrupcion-administrativa
CFP 11663/2000,2019-03-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7853464&tipo=corrupcion-administrativa
CFP 11663/2000,2019-03-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7850508&tipo=corrupcion-administrativa
CFP 11663/2000,2019-03-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7853423&tipo=corrupcion-administrativa
CFP 11663/2000,2019-02-27,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7771389&tipo=corrupcion-administrativa
CFP 11663/2000,2019-02-27,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7771391&tipo=corrupcion-administrativa
CFP 11663/2000,2019-02-27,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7771283&tipo=corrupcion-administrativa
CFP 11663/2000,2019-02-27,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7771173&tipo=corrupcion-administrativa
CFP 11663/2000,2019-02-27,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7771429&tipo=corrupcion-administrativa
CFP 11663/2000,2019-02-27,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=7771335&tipo=corrupcion-administrativa
CFP 11663/2000,2017-02-14,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=4951751&tipo=corrupcion-administrativa
CFP 11663/2000,2016-06-13,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=4326404&tipo=corrupcion-administrativa
FCR 4249/2018,2025-03-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=13422704&tipo=corrupcion-administrativa
FCR 4249/2018,2024-12-12,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=13228549&tipo=corrupcion-administrativa
FCR 4249/2018,2023-12-26,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=12327828&tipo=corrupcion-administrativa
CFP 1493/2021,2023-05-31,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11808430&tipo=corrupcion-administrativa
CFP 1493/2021,2022-10-13,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11122128&tipo=corrupcion-administrativa
CFP 1493/2021,2021-06-15,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9923335&tipo=corrupcion-administrativa
CFP 466/2022,2025-05-08,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13573925&tipo=corrupcion-administrativa
CFP 466/2022,2025-02-12,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13319005&tipo=corrupcion-administrativa
CFP 466/2022,2024-12-23,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13261119&tipo=corrupcion-administrativa
CFP 12645/2009,2022-11-24,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=11247962&tipo=corrupcion-administrativa
CFP 12645/2009,2021-07-16,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=10002969&tipo=corrupcion-administrativa
CFP 12645/2009,2021-06-24,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=9946799&tipo=corrupcion-administrativa
CFP 12645/2009,2020-02-19,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=9039874&tipo=corrupcion-administrativa
CFP 12645/2009,2019-06-04,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SECRETARIA ESPECIAL,scp/include/showFile.php?acc=showFAR&id=8194025&tipo=corrupcion-administrativa
