numero_expediente,fecha,nombre,link
CCC 39909/2014,2024-11-11,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,scp/include/showFile.php?acc=showFAR&id=13140256&tipo=corrupcion-administrativa
CCC 39909/2014,2024-09-10,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,scp/include/showFile.php?acc=showFAR&id=12955855&tipo=corrupcion-administrativa
CCC 39909/2014,2024-05-10,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,scp/include/showFile.php?acc=showFAR&id=12629699&tipo=corrupcion-administrativa
CCC 39909/2014,2023-12-29,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2,scp/include/showFile.php?acc=showFAR&id=12341279&tipo=corrupcion-administrativa
CCC 39909/2014,2023-07-13,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=11870995&tipo=corrupcion-administrativa
CCC 39909/2014,2023-06-08,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=11767801&tipo=corrupcion-administrativa
CCC 39909/2014,2022-03-03,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=10468239&tipo=corrupcion-administrativa
CFP 2637/2004,2025-06-27,JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL 3 - SECRETARIA NÂº 6,scp/include/showFile.php?acc=showFAR&id=13876534&tipo=corrupcion-administrativa
CFP 2637/2004,2025-04-25,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13527573&tipo=corrupcion-administrativa
CFP 2637/2004,2025-02-04,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13466696&tipo=corrupcion-administrativa
CFP 2637/2004,2023-08-10,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11924864&tipo=corrupcion-administrativa
CFP 2637/2004,2023-08-07,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11910726&tipo=corrupcion-administrativa
CFP 2637/2004,2023-07-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11881284&tipo=corrupcion-administrativa
CFP 2637/2004,2023-07-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11881261&tipo=corrupcion-administrativa
CFP 2637/2004,2023-07-12,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11881281&tipo=corrupcion-administrativa
CFP 2637/2004,2023-07-12,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11881280&tipo=corrupcion-administrativa
CFP 2637/2004,2023-06-23,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11830865&tipo=corrupcion-administrativa
CFP 2637/2004,2023-05-04,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11653406&tipo=corrupcion-administrativa
CFP 2637/2004,2023-05-04,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11653594&tipo=corrupcion-administrativa
CFP 2637/2004,2023-04-27,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11633847&tipo=corrupcion-administrativa
CFP 2637/2004,2023-04-25,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11622754&tipo=corrupcion-administrativa
CFP 2637/2004,2023-04-05,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11565665&tipo=corrupcion-administrativa
CFP 2637/2004,2023-04-05,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11565612&tipo=corrupcion-administrativa
CFP 2637/2004,2023-03-09,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11474900&tipo=corrupcion-administrativa
CFP 2637/2004,2023-03-06,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11460377&tipo=corrupcion-administrativa
CFP 2637/2004,2023-01-25,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=11360004&tipo=corrupcion-administrativa
CFP 2637/2004,2019-02-28,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=7778409&tipo=corrupcion-administrativa
CFP 2637/2004,2019-02-26,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=7762460&tipo=corrupcion-administrativa
CFP 2637/2004,2019-02-04,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=7670452&tipo=corrupcion-administrativa
CFP 2637/2004,2019-01-15,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=7657506&tipo=corrupcion-administrativa
CFP 2637/2004,2019-01-11,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=7656866&tipo=corrupcion-administrativa
CFP 2637/2004,2019-01-11,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=7656887&tipo=corrupcion-administrativa
CFP 2637/2004,2018-11-28,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=7531584&tipo=corrupcion-administrativa
CFP 2637/2004,2018-03-07,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=6273006&tipo=corrupcion-administrativa
CFP 2637/2004,2017-11-07,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5943550&tipo=corrupcion-administrativa
CFP 2637/2004,2017-06-13,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5419471&tipo=corrupcion-administrativa
CFP 2637/2004,2017-05-11,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5266198&tipo=corrupcion-administrativa
CFP 2637/2004,2017-04-27,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5203197&tipo=corrupcion-administrativa
CFP 2637/2004,2017-04-11,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5138908&tipo=corrupcion-administrativa
CFP 2637/2004,2015-06-18,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1,scp/include/showFile.php?acc=showFAR&id=3376680&tipo=corrupcion-administrativa
CFP 2637/2004,2015-04-17,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1,scp/include/showFile.php?acc=showFAR&id=3206443&tipo=corrupcion-administrativa
CFP 2637/2004,2014-12-16,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1,scp/include/showFile.php?acc=showFAR&id=1848151&tipo=corrupcion-administrativa
CFP 2637/2004,2014-12-16,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1,scp/include/showFile.php?acc=showFAR&id=1848075&tipo=corrupcion-administrativa
CFP 2637/2004,2014-07-15,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=998692&tipo=corrupcion-administrativa
CFP 2637/2004,2014-05-16,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=524623&tipo=corrupcion-administrativa
CFP 2637/2004,2014-04-14,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1,scp/include/showFile.php?acc=showFAR&id=488857&tipo=corrupcion-administrativa
CFP 2637/2004,2014-04-07,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1,scp/include/showFile.php?acc=showFAR&id=485828&tipo=corrupcion-administrativa
CFP 2637/2004,2014-04-07,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1,scp/include/showFile.php?acc=showFAR&id=485826&tipo=corrupcion-administrativa
CFP 2637/2004,2014-04-03,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1,scp/include/showFile.php?acc=showFAR&id=485794&tipo=corrupcion-administrativa
CFP 2637/2004,2014-03-05,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1,scp/include/showFile.php?acc=showFAR&id=475536&tipo=corrupcion-administrativa
CFP 2637/2004,2013-10-08,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1,scp/include/showFile.php?acc=showFAR&id=385198&tipo=corrupcion-administrativa
CFP 2637/2004,2013-09-13,TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1,scp/include/showFile.php?acc=showFAR&id=385376&tipo=corrupcion-administrativa
CFP 8284/2016,2020-09-07,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9373813&tipo=corrupcion-administrativa
CFP 8284/2016,2020-08-07,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9302568&tipo=corrupcion-administrativa
CFP 8284/2016,2019-01-04,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=7655130&tipo=corrupcion-administrativa
CFP 8284/2016,2018-10-02,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=7264920&tipo=corrupcion-administrativa
CFP 8284/2016,2018-04-24,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=6507123&tipo=corrupcion-administrativa
CFP 1321/2023,2025-09-30,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=14026780&tipo=corrupcion-administrativa
CFP 1321/2023,2024-11-28,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=13187346&tipo=corrupcion-administrativa
CFP 1321/2023,2024-11-06,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=13126123&tipo=corrupcion-administrativa
CFP 1321/2023,2024-10-15,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=13060824&tipo=corrupcion-administrativa
CFP 1321/2023,2024-02-15,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=12385821&tipo=corrupcion-administrativa
CFP 1321/2023,2023-12-19,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=12309172&tipo=corrupcion-administrativa
CFP 4489/2023,2025-10-06,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=14045637&tipo=corrupcion-administrativa
CFP 4489/2023,2025-08-29,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13926045&tipo=corrupcion-administrativa
CFP 4489/2023,2025-05-06,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13573840&tipo=corrupcion-administrativa
CFP 4489/2023,2025-04-29,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13558251&tipo=corrupcion-administrativa
CFP 4489/2023,2025-03-31,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13451142&tipo=corrupcion-administrativa
CFP 4489/2023,2025-02-28,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13388893&tipo=corrupcion-administrativa
CFP 4489/2023,2025-02-28,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13392130&tipo=corrupcion-administrativa
CFP 4489/2023,2025-02-25,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13371621&tipo=corrupcion-administrativa
CFP 4489/2023,2025-02-18,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13371246&tipo=corrupcion-administrativa
CFP 4489/2023,2025-02-10,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13313553&tipo=corrupcion-administrativa
CFP 4489/2023,2025-02-07,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13313541&tipo=corrupcion-administrativa
CFP 4489/2023,2024-12-18,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13248812&tipo=corrupcion-administrativa
CFP 4489/2023,2024-12-13,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13233288&tipo=corrupcion-administrativa
CFP 4489/2023,2024-12-04,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13208416&tipo=corrupcion-administrativa
CFP 4489/2023,2024-12-03,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13208413&tipo=corrupcion-administrativa
CFP 4489/2023,2024-11-21,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13166446&tipo=corrupcion-administrativa
CFP 4489/2023,2024-10-04,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13030808&tipo=corrupcion-administrativa
CFP 4489/2023,2024-09-23,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=12990847&tipo=corrupcion-administrativa
CFP 4489/2023,2024-09-04,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=12943835&tipo=corrupcion-administrativa
CFP 4489/2023,2024-08-06,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=12851353&tipo=corrupcion-administrativa
CFP 4489/2023,2024-08-06,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=12851393&tipo=corrupcion-administrativa
CFP 4489/2023,2024-07-08,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=12801235&tipo=corrupcion-administrativa
CFP 4489/2023,2024-07-03,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=12790726&tipo=corrupcion-administrativa
CFP 4489/2023,2024-06-26,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=12766781&tipo=corrupcion-administrativa
CFP 4489/2023,2024-06-24,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=12756834&tipo=corrupcion-administrativa
CFP 4489/2023,2024-05-08,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=12627358&tipo=corrupcion-administrativa
CFP 20018/2017,2021-06-30,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9960494&tipo=corrupcion-administrativa
CFP 20018/2017,2021-06-11,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9917715&tipo=corrupcion-administrativa
CFP 5554/2016,2025-10-07,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=14050823&tipo=corrupcion-administrativa
CFP 5554/2016,2025-09-16,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=13972283&tipo=corrupcion-administrativa
CFP 5554/2016,2025-09-09,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=13947814&tipo=corrupcion-administrativa
CFP 5554/2016,2025-08-14,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=13857639&tipo=corrupcion-administrativa
CFP 5554/2016,2025-08-14,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=13857563&tipo=corrupcion-administrativa
CFP 5554/2016,2025-07-15,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=13784765&tipo=corrupcion-administrativa
CFP 5554/2016,2025-06-19,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=13706908&tipo=corrupcion-administrativa
CFP 5554/2016,2022-10-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=11143710&tipo=corrupcion-administrativa
CFP 5554/2016,2022-08-25,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=10974056&tipo=corrupcion-administrativa
CFP 5554/2016,2019-11-12,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2,scp/include/showFile.php?acc=showFAR&id=8800099&tipo=corrupcion-administrativa
CFP 7356/2013,2025-02-12,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13319264&tipo=corrupcion-administrativa
CFP 7356/2013,2025-02-11,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13315366&tipo=corrupcion-administrativa
CFP 7356/2013,2024-10-18,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13247011&tipo=corrupcion-administrativa
CFP 7356/2013,2021-04-06,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9759049&tipo=corrupcion-administrativa
CFP 7356/2013,2017-11-23,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5997031&tipo=corrupcion-administrativa
CFP 11060/2013,2025-04-30,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13542333&tipo=corrupcion-administrativa
CFP 11060/2013,2025-04-30,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13542378&tipo=corrupcion-administrativa
CFP 11060/2013,2025-04-30,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13542379&tipo=corrupcion-administrativa
CFP 11060/2013,2025-04-30,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13542376&tipo=corrupcion-administrativa
CFP 11060/2013,2025-04-10,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13486742&tipo=corrupcion-administrativa
CFP 11060/2013,2025-04-04,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13469838&tipo=corrupcion-administrativa
CFP 11060/2013,2025-03-07,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13483902&tipo=corrupcion-administrativa
CFP 11060/2013,2025-02-28,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13370845&tipo=corrupcion-administrativa
CFP 11060/2013,2025-02-05,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13299364&tipo=corrupcion-administrativa
CFP 11060/2013,2025-02-05,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13299363&tipo=corrupcion-administrativa
CFP 11060/2013,2025-02-05,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13299362&tipo=corrupcion-administrativa
CFP 11060/2013,2024-12-27,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13279404&tipo=corrupcion-administrativa
CFP 11060/2013,2024-12-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13272348&tipo=corrupcion-administrativa
CFP 11060/2013,2024-12-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13328218&tipo=corrupcion-administrativa
CFP 11060/2013,2024-12-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=13272308&tipo=corrupcion-administrativa
CFP 11060/2013,2024-09-19,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=12990836&tipo=corrupcion-administrativa
CFP 11060/2013,2024-09-10,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=12957742&tipo=corrupcion-administrativa
CFP 11060/2013,2024-08-12,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=12863864&tipo=corrupcion-administrativa
CFP 11060/2013,2024-04-26,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=12604704&tipo=corrupcion-administrativa
CFP 11060/2013,2021-10-29,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=10234265&tipo=corrupcion-administrativa
CFP 11060/2013,2021-10-15,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=10196841&tipo=corrupcion-administrativa
CFP 11060/2013,2020-11-20,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=9538608&tipo=corrupcion-administrativa
CFP 11060/2013,2019-09-06,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8538766&tipo=corrupcion-administrativa
CFP 11060/2013,2019-06-13,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8239932&tipo=corrupcion-administrativa
CFP 11060/2013,2019-06-13,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=8239984&tipo=corrupcion-administrativa
CFP 11060/2013,2018-12-21,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=7627875&tipo=corrupcion-administrativa
CFP 11060/2013,2018-09-14,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=7184814&tipo=corrupcion-administrativa
CFP 11060/2013,2018-06-28,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=6837061&tipo=corrupcion-administrativa
CFP 11060/2013,2018-06-07,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=6732746&tipo=corrupcion-administrativa
CFP 11060/2013,2018-06-07,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=6732368&tipo=corrupcion-administrativa
CFP 11060/2013,2018-06-07,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=6732669&tipo=corrupcion-administrativa
CFP 11060/2013,2018-04-19,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=6476731&tipo=corrupcion-administrativa
CFP 11060/2013,2018-03-27,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=6370517&tipo=corrupcion-administrativa
CFP 11060/2013,2017-10-26,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5903112&tipo=corrupcion-administrativa
CFP 11060/2013,2017-09-14,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5744110&tipo=corrupcion-administrativa
CFP 11060/2013,2017-09-14,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5744023&tipo=corrupcion-administrativa
CFP 11060/2013,2017-05-04,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5230251&tipo=corrupcion-administrativa
CFP 11060/2013,2017-05-04,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5230239&tipo=corrupcion-administrativa
CFP 11060/2013,2017-05-04,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5230416&tipo=corrupcion-administrativa
CFP 11060/2013,2017-04-12,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=5143950&tipo=corrupcion-administrativa
CFP 11060/2013,2016-12-29,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=4901792&tipo=corrupcion-administrativa
CFP 11060/2013,2016-09-15,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=4586692&tipo=corrupcion-administrativa
CFP 11060/2013,2016-07-12,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=4413466&tipo=corrupcion-administrativa
CFP 11060/2013,2016-05-31,CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1,scp/include/showFile.php?acc=showFAR&id=4286011&tipo=corrupcion-administrativa
