Expediente,Resolución
CFP 9608/2018,06/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,04/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,04/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,04/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,04/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,04/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,29/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,29/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,29/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,26/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,23/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,21/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,21/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,21/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,21/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,20/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,20/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,20/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,15/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,12/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,12/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,02/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,02/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,29/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,25/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,25/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,23/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,23/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,23/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,23/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,23/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,19/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,19/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,18/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,12/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,12/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,12/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,10/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,05/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,05/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,05/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,02/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,02/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,01/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,01/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,28/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,25/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,25/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,25/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,21/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,20/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,20/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,20/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,20/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,20/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,20/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,20/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,17/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,17/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,17/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,17/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,17/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,11/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,11/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,11/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,10/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,05/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,04/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,04/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,04/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,31/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,31/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,30/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,30/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,29/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,29/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,29/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,27/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,24/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,22/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,22/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,22/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,22/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,22/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,22/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,22/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,21/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,21/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,21/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,15/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,15/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,14/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,14/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,14/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,11/09/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,08/09/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,16/07/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,12/07/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,04/07/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,22/05/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,09/05/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,06/05/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,17/04/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,10/04/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,26/03/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,29/02/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,19/12/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,12/12/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,12/12/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 7
CFP 13816/2018,09/06/2023: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/12/2022: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,03/03/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,17/12/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,01/12/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,01/12/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,01/12/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,01/12/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,26/11/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,19/11/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,19/11/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,28/08/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,27/08/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,27/08/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,18/08/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,12/08/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,27/07/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,27/07/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,18/06/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,21/02/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,21/02/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,13/12/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,05/12/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,04/12/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,28/11/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,21/11/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,21/11/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,21/11/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,11/11/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,11/11/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,17/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,17/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,17/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,17/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,17/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,17/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,04/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,04/10/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,30/09/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,19/07/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,02/07/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,15/05/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,15/05/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,15/05/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,15/05/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,11/04/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,29/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,20/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,15/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 13816/2018,13/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,17/09/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,01/09/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,25/08/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,22/08/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,18/08/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,14/08/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,04/08/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,18/07/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,10/07/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,01/07/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,27/06/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,27/06/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,24/06/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,17/06/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,15/05/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,20/02/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,13/02/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,10/04/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,04/12/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,25/10/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,07/09/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,30/05/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,16/05/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,12/05/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,05/05/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,09/03/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,03/03/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,06/12/2022: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,06/12/2022: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,05/10/2022: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,12/08/2022: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,13/07/2022: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,06/07/2022: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,06/10/2021: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,06/11/2020: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,23/06/2020: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,19/07/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,27/06/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1
CFP 5048/2016,12/06/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,11/06/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1
CFP 5048/2016,30/04/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,18/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,14/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,14/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,14/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,14/02/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,14/02/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,06/02/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,06/02/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,06/02/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,06/02/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,10/01/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,26/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,26/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,09/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,08/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,12/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,12/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,26/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,31/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,08/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,07/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,27/07/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,04/07/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,29/06/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,05/06/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,24/05/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,24/05/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,24/05/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,24/05/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,24/05/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,22/05/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,23/03/2018: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 4
CFP 5048/2016,01/02/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,01/02/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,15/01/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,26/12/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,19/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,19/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,14/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,14/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,29/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,29/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,13/07/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,16/05/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,11/05/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,11/05/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,02/05/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,21/03/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,14/03/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,14/03/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,30/12/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,29/12/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,29/12/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,15/12/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 1035/2024,08/04/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 1035/2024,20/08/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
