Expediente,EstadoSolapa,Resolución
CFP 9608/2018,En trámite,20/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,20/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,20/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,20/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,20/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,20/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,17/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,17/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,17/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,17/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,17/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,11/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,11/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,11/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,10/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,05/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,04/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,04/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,04/09/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,31/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,31/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,30/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,30/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,29/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,29/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,29/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,27/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,24/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,22/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,22/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,22/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,22/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,22/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,22/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,22/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,21/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,21/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,21/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,15/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,15/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,14/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,14/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 9608/2018,En trámite,14/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,06/02/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,21/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,31/08/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,08/06/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,31/05/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,18/05/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,03/05/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,24/04/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,12/04/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,22/02/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,08/02/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,06/02/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,06/02/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,15/01/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,30/11/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,30/11/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,30/11/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,09/11/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,09/11/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,26/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,05/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,14/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,12/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,12/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,31/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,31/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,31/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,31/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,31/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,31/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,31/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,31/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,17/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,15/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,03/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,13/07/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,11/04/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,30/03/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,30/03/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,07/03/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,16/02/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,29/12/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,15/09/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3732/2016,En trámite,24/06/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,29/08/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,06/05/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,29/04/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,31/03/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,28/02/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,28/02/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,25/02/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,18/02/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,10/02/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,07/02/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,18/12/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,13/12/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,04/12/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,03/12/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,21/11/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,04/10/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,23/09/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,04/09/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,06/08/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,06/08/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,08/07/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,03/07/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,26/06/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,24/06/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 4489/2023,En trámite,08/05/2024: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CCC 3559/2015,En trámite,12/08/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CCC 3559/2015,En trámite,27/03/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CCC 3559/2015,En trámite,11/03/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CCC 3559/2015,En trámite,18/02/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CCC 3559/2015,En trámite,15/05/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CCC 3559/2015,En trámite,09/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CCC 3559/2015,En trámite,01/06/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CCC 3559/2015,En trámite,24/11/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CCC 3559/2015,En trámite,07/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CCC 3559/2015,En trámite,17/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CCC 3559/2015,En trámite,17/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CCC 3559/2015,En trámite,11/08/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CCC 3559/2015,En trámite,13/07/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CCC 3559/2015,En trámite,27/06/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CCC 3559/2015,En trámite,01/06/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CCC 3559/2015,En trámite,20/03/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CCC 3559/2015,En trámite,23/02/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 2
CFP 3993/2007,En trámite,26/11/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6
CFP 3993/2007,En trámite,15/10/2021: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6
CFP 3993/2007,En trámite,20/08/2021: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6
CFP 3993/2007,En trámite,29/06/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,23/03/2021: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,08/05/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,13/04/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,27/02/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,18/02/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,10/02/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,30/01/2020: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,17/12/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,15/11/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,04/02/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6
CFP 3993/2007,En trámite,14/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,06/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,03/12/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,26/10/2018: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6
CFP 3993/2007,En trámite,05/07/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,09/05/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,26/04/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,22/01/2018: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6
CFP 3993/2007,En trámite,27/12/2017: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 6
CFP 3993/2007,En trámite,14/11/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,07/11/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,12/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,12/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,12/10/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,15/09/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,16/03/2017: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,27/12/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,13/09/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,08/09/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,09/08/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,05/08/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,03/08/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,03/08/2016: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,22/12/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,27/10/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,15/09/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,03/09/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,03/09/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,11/08/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,14/04/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,12/03/2015: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,16/07/2014: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,18/12/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,05/12/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,05/12/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,05/12/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,19/11/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,19/11/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,19/11/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,19/11/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,19/11/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,19/11/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,29/10/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 3993/2007,En trámite,17/10/2013: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,01/09/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,25/08/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,22/08/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,18/08/2025: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,14/08/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,04/08/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,18/07/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,10/07/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,01/07/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,27/06/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,27/06/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,24/06/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,17/06/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,15/05/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,20/02/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,13/02/2025: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,10/04/2024: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,04/12/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,25/10/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,07/09/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,30/05/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,16/05/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,12/05/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,05/05/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,09/03/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,03/03/2023: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,06/12/2022: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,06/12/2022: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,05/10/2022: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,12/08/2022: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,13/07/2022: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,06/07/2022: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,06/10/2021: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,06/11/2020: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,23/06/2020: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,19/07/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,27/06/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1
CFP 5048/2016,En trámite,12/06/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 2
CFP 5048/2016,En trámite,11/06/2019: TRIBUNAL ORAL EN LO CRIMINAL FEDERAL 1
CFP 5048/2016,En trámite,30/04/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,18/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,14/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,14/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,14/03/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,14/02/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,14/02/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,06/02/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,06/02/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,06/02/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,06/02/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,10/01/2019: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,26/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,26/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,09/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,08/11/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,12/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
CFP 5048/2016,En trámite,12/10/2018: CAMARA CRIMINAL Y CORRECCIONAL FEDERAL - SALA 1
